site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,rain_event_total_mm,rain_int_mmPERmin_max,API_4d,q_event_max,solarRad_4d,q_4d,SRP_1d,DO_pre_dry_15cm,Redox_pre_dry_15cm,DO_pre_wet_15cm,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,SRP_kg_km2,2018-10-15 18:30:00,fall,4,2,4,0.0425212187412259,0.007925047782840427,11.864678641567789,3.8000000000000003,0.08,7.40954875,0.291133891,44.30381944444444,0.6352929968242188,0.004414483651674342,0.5200564606340184,0.7320610979714237,0.5232696872479277,0.5994917199938643,0.6401369782922435,2.9166666666666665,-6.0384375,-0.2716975477864583,-0.07376066894270833,0.0070781258177083336,-0.077213091203125,-0.38154171495833333,0.7294256207743656,-0.1923733296796875,-0.07113831620963541,0.013738196604166667,-0.07080552038411458,-0.21240104501041668,0.8312789819306536
Wade,SRP_kg_km2,2018-10-23 11:45:00,fall,4,2,4,0.16968598833189882,0.009551062396787938,39.286782758955674,10.4,0.12,11.35,0.2853957935,49.94965277777778,0.11560860250390625,0.00307281693679207,0.597636080265279,0.7276140488592243,0.8340893153999931,0.3943639634689503,0.3525583253073726,6.315972222222222,-5.659253472222222,-0.298327866859375,-0.07511929872395834,0.021359879567708333,-0.08089055505208333,-0.47681772999479166,0.6949972868904586,-0.2966833893333333,-0.07696951668619792,0.0105642841796875,-0.08563928419921875,-0.46112244101041666,0.6857183706169023
Wade,SRP_kg_km2,2018-10-27 14:45:00,fall,4,2,5,0.6489714221731238,0.03819369861027692,37.57387804760611,18.2,0.12,26.362661249999995,0.92222833,28.734375,0.1681197980390625,0.003173132566371705,0.7080082004962778,0.7219566312219768,0.8004605482969828,0.23708340063209452,0.5662903033374764,1.3159722222222223,-5.560295138888889,-0.22937504994270833,-0.066666724109375,0.025744922421875,-0.07902606831770834,-0.34118756660416666,0.7782037268531907,-0.16848698332942708,-0.06499065497135417,0.027550978192708332,-0.0793033473359375,-0.18752621277734374,0.8610691178773263
Wade,SRP_kg_km2,2018-10-31 13:00:00,fall,4,2,5,0.993878362014827,0.03272801298595773,67.15305303115677,10.200000000000001,0.12,25.26859125,2.167931258,18.881944444444443,0.4583427948567708,0.003820858603830767,0.6518167367866374,0.7388080781438293,0.7011326158790673,0.24636275460717752,0.8557056713228002,0.4375,-4.994409722222223,-0.14190644148958334,-0.062375128239583334,0.028542042203125,-0.08008363722916667,-0.13792184418229167,0.8817139660094738,-0.1275261415768229,-0.06067201635026042,0.027450970888020832,-0.07828018959114584,-0.10948421158723959,0.9097720207688798
Wade,SRP_kg_km2,2018-11-01 15:30:00,fall,4,2,5,3.353048897824532,0.1087861376999497,68.15825989219299,26.6,0.08,37.37805875,3.298636089,17.977430555555557,0.7143845405625,0.004453874808664533,0.5873372322923015,0.6308963312323265,0.6092792491861703,0.31464597478176526,0.849843523395161,0.006944444444444444,-0.3427083333333334,-0.10784383076041666,-0.060255197489583336,0.026494082250000002,-0.08354205635416667,-0.06404171828645833,0.9165950780068554,-0.12438940784114584,-0.0624857784609375,0.026418101356770834,-0.08263180205338541,-0.10512887898437501,0.9062476505479564
Wade,SRP_kg_km2,2018-11-03 01:30:00,fall,4,2,5,4.332659104185393,0.14349294244744398,66.76919557698743,29,0.16,59.54155,3.701824901,15.0234375,1.4758622775039063,0.0056576140809026666,0.5459791600341093,0.645106248156176,0.4853854692827353,0.3736178467507275,0.8513090603770707,0.006944444444444444,-0.1437847222222226,-0.10088540665625,-0.05689054925520833,0.028291122119791668,-0.0642449948125,-0.034354120885416665,0.9470312812979337,-0.1156016305625,-0.059496110618489584,0.027838331216145835,-0.0759104183203125,-0.07998695065104167,0.9279457459970254
Wade,SRP_kg_km2,2018-11-05 16:30:00,fall,4,2,5,3.401807279782104,0.10616480301019235,70.85676382195038,9.4,0.12,55.523354999999995,3.106681314,16.77951388888889,2.4091560934570313,0.003750085478690363,0.7323761139970891,0.7633280161215633,0.31964984051906425,0.22153249272550923,0.848377986413251,0.3194444444444444,-4.236736111111112,-0.12044270001041667,-0.05736438766666667,0.033822783411458335,-0.08052624733333333,-0.086859255921875,0.9156357050345936,-0.10249608771614584,-0.054445218625,0.032215749273437504,-0.06592734104427084,-0.04453379483854167,0.961999227785195
Wade,SRP_kg_km2,2018-11-09 17:15:00,fall,4,2,5,1.0344531940489057,0.034771542228988955,65.78684466254717,17,0.08,23.696098749999997,2.282817198,29.348958333333332,1.2771115176315104,0.0038340993745306774,0.7068294735708318,0.7056127006284315,0.4862051527522749,0.3348342294633585,0.7167209522569942,1.2256944444444444,-3.9309201388888892,-0.16636473486979167,-0.058468789114583336,0.022828635432291668,-0.08232335383333333,-0.14282810916145833,0.871099480378268,-0.13496102617447917,-0.06260672627994791,0.025007574998697917,-0.08673076788802084,-0.11831119957942708,0.8936716367748743
Wade,SRP_kg_km2,2019-04-05 00:45:00,spring,3,4,3,1.5629040041247548,0.007923842362111907,436.1628200651615,0,0,2.8464849999999995,2.29840347220132,124.6171875,1.1884394285575148,0.0017190909416285435,0.7043292127822814,0.741918362971156,0.42071906123661806,0.0074779370512751235,0.6754394715822528,0.2048611111111111,-3.7139583333333333,-0.13099999249479166,-0.08740103084375,0.012869820796875,-0.09427080836458333,-0.10626564831770834,0.843836556422975,-0.13099738054036458,-0.08210284709895833,0.0177903822421875,-0.08407551873046876,-0.08688409746223959,0.8768125549686447
Wade,SRP_kg_km2,2019-04-06 12:30:00,spring,3,4,3,1.796748146496488,0.011458484255313124,346.7465897994275,0.8,0.04,3.62290125,1.41077027797576,112.77951388888889,1.4984002031226749,0.0014163317937862705,0.658197432238381,0.553809295839718,0.3309390908022324,0.007664629025076015,0.6503812161169387,0.8333333333333334,1.2381250000000001,-0.13930206251041666,-0.08199476338541667,0.016932262546875,-0.08482294247916666,-0.103364579171875,0.85790408529904,-0.1407239445846354,-0.08374216439192708,0.01571875625,-0.08943487251692708,-0.09901822312109375,0.8615388701595155
Wade,SRP_kg_km2,2019-04-07 12:15:00,spring,3,4,3,14.296734259140415,0.10759380556283556,293.83379312276685,14.8,0.08,18.039975000000002,3.02399543779714,86.96006944444444,1.3748083745833573,0.0018561653127472228,0.6796225612309682,0.3858112752197546,0.3197243906191668,0.005984401260867978,0.6696565661557763,0.07291666666666667,0.5554861111111111,-0.14480739322916666,-0.076500001671875,0.016833280895833334,-0.08699479497395833,-0.09504169828125,0.8641654826204479,-0.13613543434895833,-0.08278254480208333,0.014945298977864584,-0.08965233604296875,-0.09946355144140626,0.8636546106958711
